BK195,煤,5煤,64.140,0.250,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，污手，易碎，属暗淡型煤，其中有炭质 泥岩夹矸2层，泥岩夹矸13层。,XC03,5煤,5煤,74.880,0.330,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,泥岩,5煤,77.530,0.270,灰绿色，泥质结构，块状，细腻，见煤线，易碎，参差状断口,BK156,炭质泥岩,5煤,86.380,0.150,  灰黑色，条带状结构，块状构造，含泥比重较大。,BK144,泥岩,5煤,85.900,0.520,深灰色，泥质结构，块状构造，断口平坦状，含炭化植物碎屑及茎叶化 石，夹粉砂岩薄层,110,泥岩,5煤,79.530,0.510,BK119,炭质泥岩,,92.870,0.520,黑色、条带状结构、块状构造、含泥比重较大。
BK195,泥岩,5煤,64.660,0.520,黑灰色，泥质结构，块状构造，含炭质，断口平坦状，松软，固结程度 差,XC03,砂质泥岩,5煤,75.050,0.170,灰色、灰黑色，下部含炭质泥岩夹层，泥质结构，块状构造， 主要矿物成分为粘土矿物及长石、石英，岩石断口不平整，局部 含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长10-26cm， 局部为扁柱状、块状，RQD=46%，岩体固结程度差，易风化，岩质 较软，裂隙不发育。,BK173,煤,5煤,77.860,0.330,黑色，块状，暗煤为主，夹亮煤条带，不易污手，条痕黑褐色，见植物 茎化石，该层煤，煤质于74.95米处标志层为界限，以上煤质较差，煤层风 氧化特征明显，泥质含量较高，标志层以下煤质较好，未见风氧化特征，,BK156,煤,5煤,86.760,0.380,  黑色，柱状，块状。棕褐色条痕，弱沥青光泽，以暗煤为主，亮煤次之夹镜煤条带。半暗型煤，断口呈平坦状-阶梯状。,BK144,煤,5煤,90.200,4.300,黑褐色，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡光泽，呈褐色 条痕，断口平坦状，属暗淡型煤，其中有炭质泥岩夹矸5层，泥岩夹矸6层,110,5煤,5煤,79.780,0.250,BK119,泥岩,,95.170,2.300,黑色，泥质结构。具厚层状，风化后易开裂。
BK195,煤,5煤,65.070,0.410,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，污手，易碎，属暗淡型煤，其中有炭质 泥岩夹矸2层，泥岩夹矸13层。,XC03,5煤,5煤,75.450,0.400,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,泥岩,5煤,78.200,0.340,灰绿色，泥质结构，块状，细腻，见煤线，易碎，参差状断口,BK156,泥岩,5煤,87.950,1.190,  灰黑色，泥质结构。巨厚层状，岩质较软，岩芯多呈块状，风化后易开裂。,BK144,炭质泥岩,5煤,90.370,0.170,灰黑色，层状，含较多炭屑，平坦状断口，半坚硬。,110,泥岩,5煤,80.910,1.130,BK119,煤,6煤,95.770,0.600,黑色，柱状，块状、棕褐色条痕、弱沥青光泽，以暗煤为主，亮煤次之 ，夹镜煤条带。半暗型煤，断口平坦状-阶梯状。
BK195,泥岩,5煤,65.320,0.250,黑灰色，泥质结构，块状构造，含炭质，断口平坦状，松软，固结程度 差,XC03,砂质泥岩,5煤,75.620,0.170,灰色、灰黑色，下部含炭质泥岩夹层，泥质结构，块状构造， 主要矿物成分为粘土矿物及长石、石英，岩石断口不平整，局部 含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长10-26cm， 局部为扁柱状、块状，RQD=46%，岩体固结程度差，易风化，岩质 较软，裂隙不发育。,BK173,煤,5煤,78.440,0.240,黑色，块状，暗煤为主，夹亮煤条带，不易污手，条痕黑褐色，见植物 茎化石，该层煤，煤质于74.95米处标志层为界限，以上煤质较差，煤层风 氧化特征明显，泥质含量较高，标志层以下煤质较好，未见风氧化特征，,BK156,煤,5煤,90.240,2.290,  黑色，柱状，块状。棕褐色条痕，弱沥青光泽，以暗煤为主，亮煤次之夹镜煤条带。半暗型煤，断口呈平坦状-阶梯状。,BK144,煤,5煤,93.000,2.630,黑褐色，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡光泽，呈褐色 条痕，断口平坦状，属暗淡型煤，其中有炭质泥岩夹矸5层，泥岩夹矸6层,110,5煤,5煤,81.020,0.110,BK119,泥岩,6煤,96.510,0.740,黑色，泥质结构。具厚层状，风化后易开裂。
BK195,煤,5煤,65.710,0.390,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，污手，易碎，属暗淡型煤，其中有炭质 泥岩夹矸2层，泥岩夹矸13层。,XC03,5煤,5煤,75.840,0.220,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,泥岩,5煤,78.660,0.220,灰绿色，泥质结构，块状，细腻，见煤线，易碎，参差状断口,BK156,炭质泥岩,5煤,90.530,0.290,  灰黑色，条带状结构，块状构造，含泥比重较大。,BK144,炭质泥岩,5煤,93.300,0.300,灰黑色，层状，含较多炭屑，平坦状断口，半坚硬。,110,泥岩,5煤,81.190,0.170,BK119,煤,6煤,99.300,2.790,黑色，柱状，块状、棕褐色条痕、弱沥青光泽，以暗煤为主，亮煤次之 ，夹镜煤条带。半暗型煤，断口平坦状-阶梯状。
BK195,泥岩,5煤,65.950,0.240,黑灰色，泥质结构，块状构造，含炭质，断口平坦状，松软，固结程度 差,XC03,炭质泥岩,5煤,76.040,0.200,灰黑色，泥质结构，层状构造，主要矿物成分为粘土矿物及有 机质，有机质含量20-30%，断口不平整，局部含炭屑、炭线、植 物茎叶化石；岩芯为扁柱状、块状，局部短柱状，节长10-12cm， RQD=15%，岩体固结程度差，易风化，岩质较软，裂隙不发育。,BK173,煤,5煤,79.190,0.530,黑色，块状，暗煤为主，夹亮煤条带，不易污手，条痕黑褐色，见植物 茎化石，该层煤，煤质于74.95米处标志层为界限，以上煤质较差，煤层风 氧化特征明显，泥质含量较高，标志层以下煤质较好，未见风氧化特征，,BK156,煤,5煤,93.320,2.790,  黑色，柱状，块状。棕褐色条痕，弱沥青光泽，以暗煤为主，亮煤次之夹镜煤条带。半暗型煤，断口呈平坦状-阶梯状。,BK144,煤,5煤,93.960,0.660,黑褐色，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡光泽，呈褐色 条痕，断口平坦状，属暗淡型煤，其中有炭质泥岩夹矸5层，泥岩夹矸6层,110,5煤,5煤,81.360,0.170,BK119,炭质泥岩,6煤,99.600,0.300,黑色、条带状结构、块状构造、含泥比重较大。
BK195,煤,5煤,66.460,0.510,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，污手，易碎，属暗淡型煤，其中有炭质 泥岩夹矸2层，泥岩夹矸13层。,XC03,砂质泥岩,5煤,77.370,1.330,灰色、灰黑色，下部含炭质泥岩夹层，泥质结构，块状构造， 主要矿物成分为粘土矿物及长石、石英，岩石断口不平整，局部 含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长10-26cm， 局部为扁柱状、块状，RQD=46%，岩体固结程度差，易风化，岩质 较软，裂隙不发育。,BK173,炭质泥岩,5煤,79.380,0.190,黑色，块状，含丝炭，含煤线，棱角状断口，半坚硬。,BK156,炭质泥岩,5煤,93.600,0.280,  灰黑色，条带状结构，块状构造，含泥比重较大。,BK144,炭质泥岩,5煤,94.190,0.230,灰黑色，层状，含较多炭屑，平坦状断口，半坚硬。,110,泥岩,5煤,81.510,0.150,BK119,煤,6煤,108.480,8.880,黑色，柱状，块状、棕褐色条痕、弱沥青光泽，以暗煤为主，亮煤次之 ，夹镜煤条带。半暗型煤，断口平坦状-阶梯状。
BK195,泥岩,5煤,67.050,0.590,黑灰色，泥质结构，块状构造，含炭质，断口平坦状，松软，固结程度 差,XC03,5煤,5煤,79.310,1.940,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,煤,5煤,79.630,0.250,黑色，块状，暗煤为主，夹亮煤条带，不易污手，条痕黑褐色，见植物 茎化石，该层煤，煤质于74.95米处标志层为界限，以上煤质较差，煤层风 氧化特征明显，泥质含量较高，标志层以下煤质较好，未见风氧化特征，,BK156,煤,5煤,99.230,5.630,  黑色，柱状，块状。棕褐色条痕，弱沥青光泽，以暗煤为主，亮煤次之夹镜煤条带。半暗型煤，断口呈平坦状-阶梯状。,BK144,煤,5煤,94.440,0.250,黑褐色，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡光泽，呈褐色 条痕，断口平坦状，属暗淡型煤，其中有炭质泥岩夹矸5层，泥岩夹矸6层,110,5煤,5煤,81.910,0.400,BK119,细砂岩,6煤,108.710,0.230,灰白色。细粒砂状结构，巨厚层状构造，成分以石英、长石为主。分选 中等。泥质胶结
BK195,煤,5煤,67.790,0.740,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，污手，易碎，属暗淡型煤，其中有炭质 泥岩夹矸2层，泥岩夹矸13层。,XC03,泥岩,5煤,79.380,0.070,灰色，含泥岩夹层，泥质结构，块状构造，主要矿物成分为粘 土矿物及长石、石英，岩石断口不平整，局部含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长15-31cm，局部为扁柱状，RQD= 79%，岩体固结程度差，易风化，岩质较软，裂隙不发育。,BK173,细粒砂岩,5煤,79.940,0.310,  灰色，细粒砂状结构，厚层状构造，成分以石英为主，长石次之，云母少量，分选好，泥质胶结，均匀层理。,BK156,粉砂岩,,100.600,1.370,"  灰黑色、粉砂状结构,厚层状、岩质细腻，半坚硬。",BK144,炭质泥岩,5煤,94.650,0.210,灰黑色，层状，含较多炭屑，平坦状断口，半坚硬。,110,泥岩,5煤,82.180,0.270,BK119,煤,6煤,112.730,4.020,黑色，柱状，块状、棕褐色条痕、弱沥青光泽，以暗煤为主，亮煤次之 ，夹镜煤条带。半暗型煤，断口平坦状-阶梯状。
BK195,泥岩,5煤,68.250,0.460,黑灰色，泥质结构，块状构造，含炭质，断口平坦状，松软，固结程度 差,XC03,5煤,5煤,79.720,0.340,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,煤,5煤,80.450,0.510,黑色，块状，暗煤为主，夹亮煤条带，不易污手，条痕黑褐色，见植物 茎化石，该层煤，煤质于74.95米处标志层为界限，以上煤质较差，煤层风 氧化特征明显，泥质含量较高，标志层以下煤质较好，未见风氧化特征，,BK156,泥岩,,102.760,2.160,  黑色。泥质结构。巨厚层状。岩质较软，风化易开裂。具滑面构造。,BK144,煤,5煤,94.930,0.280,黑褐色，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡光泽，呈褐色 条痕，断口平坦状，属暗淡型煤，其中有炭质泥岩夹矸5层，泥岩夹矸6层,110,5煤,5煤,82.520,0.340,BK119,炭质泥岩,6煤,113.010,0.280,黑色、条带状结构、块状构造、含泥比重较大。
BK195,煤,5煤,69.180,0.930,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，污手，易碎，属暗淡型煤，其中有炭质 泥岩夹矸2层，泥岩夹矸13层。,XC03,砂质泥岩,5煤,79.880,0.160,灰色、灰黑色，下部含炭质泥岩夹层，泥质结构，块状构造， 主要矿物成分为粘土矿物及长石、石英，岩石断口不平整，局部 含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长10-26cm， 局部为扁柱状、块状，RQD=46%，岩体固结程度差，易风化，岩质 较软，裂隙不发育。,BK173,泥岩,5煤,81.610,1.160,灰绿色，泥质结构，块状，细腻，见煤线，易碎，参差状断口,BK156,粉砂岩,,105.960,3.200,"  灰黑色、粉砂状结构,巨厚层状、岩质细腻，半坚硬。",BK144,泥岩,,103.730,8.800,深灰色，泥质结构，块状构造，断口平坦状，含炭屑，风化易碎。,110,泥岩,5煤,83.480,0.960,BK119,煤,6煤,114.820,1.810,黑色，柱状，块状、棕褐色条痕、弱沥青光泽，以暗煤为主，亮煤次之 ，夹镜煤条带。半暗型煤，断口平坦状-阶梯状。
BK195,泥岩,5煤,69.460,0.280,黑灰色，泥质结构，块状构造，含炭质，断口平坦状，松软，固结程度 差,XC03,5煤,5煤,82.540,2.660,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,煤,5煤,83.820,2.210,黑色，块状，暗煤为主，夹亮煤条带，不易污手，条痕黑褐色，见植物 茎化石，该层煤，煤质于74.95米处标志层为界限，以上煤质较差，煤层风 氧化特征明显，泥质含量较高，标志层以下煤质较好，未见风氧化特征，,BK156,泥岩,,108.360,2.400,  黑色。泥质结构。巨厚层状。岩质较软，风化易开裂。内部可见炭化物,BK144,煤,5下煤,105.850,2.120,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，属暗淡型煤。,110,5煤,5煤,83.960,0.480,BK119,炭质泥岩,6煤,115.050,0.230,黑色、条带状结构、块状构造、含泥比重较大。
BK195,煤,5煤,69.740,0.280,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，污手，易碎，属暗淡型煤，其中有炭质 泥岩夹矸2层，泥岩夹矸13层。,XC03,含炭泥岩,5煤,82.940,0.400,,BK173,泥岩,5煤,84.040,0.220,深灰色，泥质结构，厚层状，致密，含炭屑，见擦痕，易碎，参差状断 口。,BK156,粉砂岩,,109.640,1.280,"  灰黑色、粉砂状结构,厚层状、岩质细腻，半坚硬。内部可见炭化物。",BK144,泥岩,,107.210,1.360,黑灰色，泥质结构，块状构造，断口平坦状，含炭化植物碎屑，及茎叶 化石。,110,泥岩,5煤,84.250,0.290,BK119,煤,6煤,119.450,4.400,黑色，柱状，块状、棕褐色条痕、弱沥青光泽，以暗煤为主，亮煤次之 ，夹镜煤条带。半暗型煤，断口平坦状-阶梯状。
BK195,泥岩,5煤,70.040,0.300,黑灰色，泥质结构，块状构造，含炭质，断口平坦状，松软，固结程度 差,XC03,5煤,5煤,83.290,0.350,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,炭质泥岩,5煤,84.280,0.240,黑色，块状，含丝炭，含煤线，棱角状断口，半坚硬。,BK156,煤,5下煤,111.520,1.880,  黑色，柱状，块状。棕褐色条痕，弱沥青光泽，以暗煤为主，亮煤次之。半暗型煤，断口呈平坦状-阶梯状。,BK144,粉砂岩,,109.300,2.090,灰色，粉砂状结构，厚层状构造，泥质胶结，均匀层理。,110,5煤,5煤,85.470,1.220,BK119,泥岩,6煤,120.080,0.630,黑色，泥质结构。具厚层状，风化后易开裂。
BK195,煤,5煤,72.490,2.450,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，污手，易碎，属暗淡型煤，其中有炭质 泥岩夹矸2层，泥岩夹矸13层。,XC03,砂质泥岩,5煤,83.380,0.090,灰色、灰黑色，下部含炭质泥岩夹层，泥质结构，块状构造， 主要矿物成分为粘土矿物及长石、石英，岩石断口不平整，局部 含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长10-26cm， 局部为扁柱状、块状，RQD=46%，岩体固结程度差，易风化，岩质 较软，裂隙不发育。,BK173,泥岩,5煤,84.590,0.310,深灰色，泥质结构，厚层状，致密，含炭屑，见擦痕，易碎，参差状断 口。,BK156,泥岩,,111.890,0.370,  黑色。泥质结构。中厚层状。岩质较软，风化易开裂。,BK144,泥岩,,121.600,12.300,深灰色，泥质结构，块状构造，断口平坦状，含炭屑，细腻，致密。,110,泥岩,5煤,86.170,0.700,BK119,煤,6煤,120.830,0.750,黑褐色，柱状。棕褐色条痕，弱沥青光泽，以暗煤为主，亮煤次之。半 暗型煤，断口呈平坦状。
BK195,泥岩,5煤,72.780,0.290,黑灰色，泥质结构，块状构造，含炭质，断口平坦状，松软，固结程度 差,XC03,5煤,5煤,83.920,0.540,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,煤,5煤,86.400,1.810,黑色，块状，暗煤为主，夹亮煤条带，不易污手，条痕黑褐色，见植物 茎化石，该层煤，煤质于74.95米处标志层为界限，以上煤质较差，煤层风 氧化特征明显，泥质含量较高，标志层以下煤质较好，未见风氧化特征，,BK156,细砂岩,,113.590,1.700,  黑红色，细粒砂状结构，巨厚层状构造，成分以石英、长石为主。分选中等，泥质胶结。,BK144,细粒砂岩,,122.000,0.400,灰色，细粒砂状结构，厚层状构造，成分以石英为主，长石次之，云母 少量，分选好，泥质胶结，均匀层理,110,5煤,5煤,87.440,1.270,BK119,泥岩,,122.150,1.320,灰黑色，泥质结构。中厚层状，风化后易开裂。
BK195,煤,5煤,73.070,0.290,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，污手，易碎，属暗淡型煤，其中有炭质 泥岩夹矸2层，泥岩夹矸13层。,XC03,砂质泥岩,5煤,84.000,0.080,灰色、灰黑色，下部含炭质泥岩夹层，泥质结构，块状构造， 主要矿物成分为粘土矿物及长石、石英，岩石断口不平整，局部 含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长10-26cm， 局部为扁柱状、块状，RQD=46%，岩体固结程度差，易风化，岩质 较软，裂隙不发育。,BK173,细粒砂岩,5煤,86.690,0.290,  灰色，细粒砂状结构，厚层状构造，成分以石英为主，长石次之，云母少量，分选好，泥质胶结，均匀层理。,BK156,泥岩,,116.220,2.630,  黑色。泥质结构。巨厚层状。岩质较软，风化易开裂。,BK144,泥岩,,127.200,5.200,深灰色，泥质结构，块状构造，断口平坦状，含炭屑，细腻，致密。,110,泥岩,5煤,87.600,0.160,BK119,细砂岩,,128.490,6.340,灰白色。细粒砂状结构，巨厚层状构造，成分以石英、长石为主。分选 中等。泥质胶结
BK195,泥岩,5煤,73.300,0.230,黑灰色，泥质结构，块状构造，含炭质，断口平坦状，松软，固结程度 差,XC03,5煤,5煤,85.600,1.600,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,煤,5煤,87.390,0.700,黑色，块状，暗煤为主，夹亮煤条带，不易污手，条痕黑褐色，见植物 茎化石，该层煤，煤质于74.95米处标志层为界限，以上煤质较差，煤层风 氧化特征明显，泥质含量较高，标志层以下煤质较好，未见风氧化特征，,BK156,粗砂岩,,116.820,0.600,  灰白色。粗粒砂状结构，中厚层状构造，成分以石英、长石为主。分选中等。磨圆呈次圆状。泥质胶结。,BK144,细粒砂岩,,130.700,3.500,灰色，细粒砂状结构，厚层状构造，成分以石英为主，长石次之，云母 少量，分选好，泥质胶结，均匀层理，夹泥岩薄层,110,5煤,5煤,89.020,1.420,BK119,粉砂岩,,135.210,6.720,"灰白色。粉砂状结构,巨厚层状、岩质较细腻，半坚硬"
BK195,煤,5煤,75.490,2.190,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，污手，易碎，属暗淡型煤，其中有炭质 泥岩夹矸2层，泥岩夹矸13层。,XC03,砂质泥岩,5煤,85.780,0.180,灰色、灰黑色，下部含炭质泥岩夹层，泥质结构，块状构造， 主要矿物成分为粘土矿物及长石、石英，岩石断口不平整，局部 含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长10-26cm， 局部为扁柱状、块状，RQD=46%，岩体固结程度差，易风化，岩质 较软，裂隙不发育。,BK173,泥岩,5煤,87.750,0.360,深灰色，泥质结构，厚层状，致密，含炭屑，见擦痕，易碎，参差状断 口。,BK156,泥岩,,126.480,9.660,  黑色。泥质结构。巨厚层状。岩质较软，风化易开裂。,BK144,泥岩,,135.250,4.550,深灰色，泥质结构，块状构造，断口平坦状，含炭化植物碎屑,110,泥岩,5煤,89.370,0.350,BK119,细砂岩,,139.870,4.660,灰白色。细粒砂状结构，厚层状构造，成分以石英、长石为主。分选中 等。泥质胶结。
BK195,泥岩,5煤,75.810,0.320,黑灰色，泥质结构，块状构造，含炭质，断口平坦状，松软，固结程度 差,XC03,5煤,5煤,86.610,0.830,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,煤,5煤,88.180,0.430,黑色，块状，暗煤为主，夹亮煤条带，不易污手，条痕黑褐色，见植物 茎化石，该层煤，煤质于74.95米处标志层为界限，以上煤质较差，煤层风 氧化特征明显，泥质含量较高，标志层以下煤质较好，未见风氧化特征，,BK156,泥岩,,139.040,12.560,  黑色。泥质结构。巨厚层状。岩质较软，风化易开裂。,BK144,煤,6煤,150.670,15.420,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，属暗淡型煤，其中有泥岩夹矸2层。,110,5煤,5煤,89.690,0.320,,,,,,
BK195,煤,5煤,76.570,0.760,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，污手，易碎，属暗淡型煤，其中有炭质 泥岩夹矸2层，泥岩夹矸13层。,XC03,砂质泥岩,5煤,86.930,0.320,灰色、灰黑色，下部含炭质泥岩夹层，泥质结构，块状构造， 主要矿物成分为粘土矿物及长石、石英，岩石断口不平整，局部 含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长10-26cm， 局部为扁柱状、块状，RQD=46%，岩体固结程度差，易风化，岩质 较软，裂隙不发育。,BK173,炭质泥岩,5煤,88.560,0.380,黑色，块状，含丝炭，含煤线，棱角状断口，半坚硬。,BK156,煤,6煤,153.360,14.320,  黑色，柱状，块状。棕褐色条痕，弱沥青光泽，以暗煤为主，亮煤次之夹镜煤条带。半暗型煤，断口呈平坦状-阶梯状。,BK144,泥岩,6煤,151.320,0.650,深灰色，泥质结构，块状构造，断口平坦状，含炭化植物碎屑,110,泥岩,5煤,89.910,0.220,,,,,,
BK195,泥岩,5煤,76.900,0.330,黑灰色，泥质结构，块状构造，含炭质，断口平坦状，松软，固结程度 差,XC03,5煤,5煤,87.460,0.530,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,煤,5煤,90.460,1.900,黑色，块状，暗煤为主，夹亮煤条带，不易污手，条痕黑褐色，见植物 茎化石，该层煤，煤质于74.95米处标志层为界限，以上煤质较差，煤层风 氧化特征明显，泥质含量较高，标志层以下煤质较好，未见风氧化特征，,BK156,粉砂岩,6煤,153.770,0.410,,BK144,煤,6煤,157.640,6.320,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，属暗淡型煤，其中有泥岩夹矸2层。,110,5煤,5煤,90.410,0.500,,,,,,
BK195,煤,5煤,77.550,0.650,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，污手，易碎，属暗淡型煤，其中有炭质 泥岩夹矸2层，泥岩夹矸13层。,XC03,砂质泥岩,5煤,87.650,0.190,灰色、灰黑色，下部含炭质泥岩夹层，泥质结构，块状构造， 主要矿物成分为粘土矿物及长石、石英，岩石断口不平整，局部 含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长10-26cm， 局部为扁柱状、块状，RQD=46%，岩体固结程度差，易风化，岩质 较软，裂隙不发育。,BK173,泥岩,5煤,90.750,0.290,深灰色，泥质结构，厚层状，致密，含炭屑，见擦痕，易碎，参差状断 口。,BK156,煤,6煤,158.660,4.890,  黑色，柱状，块状。棕褐色条痕，弱沥青光泽，以暗煤为主，亮煤次之夹镜煤条带。半暗型煤，断口呈平坦状-阶梯状。,BK144,泥岩,6煤,157.850,0.210,深灰色，泥质结构，块状构造，断口平坦状，含炭化植物碎屑,110,泥岩,5煤,90.670,0.260,,,,,,
BK195,泥岩,5煤,77.860,0.310,黑灰色，泥质结构，块状构造，含炭质，断口平坦状，松软，固结程度 差,XC03,5煤,5煤,87.870,0.220,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,煤,5煤,91.470,0.720,黑色，块状，暗煤为主，夹亮煤条带，不易污手，条痕黑褐色，见植物 茎化石，该层煤，煤质于74.95米处标志层为界限，以上煤质较差，煤层风 氧化特征明显，泥质含量较高，标志层以下煤质较好，未见风氧化特征，,BK156,炭质泥岩,6煤,158.900,0.240,  灰黑色，条带状结构，块状构造，含泥比重较大。,BK144,煤,6煤,158.610,0.760,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，属暗淡型煤，其中有泥岩夹矸2层。,110,5煤,5煤,92.450,1.780,,,,,,
BK195,煤,5煤,78.440,0.580,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，呈褐色条痕，断口平坦状，污手，易碎，属暗淡型煤，其中有炭质 泥岩夹矸2层，泥岩夹矸13层。,XC03,细粒砂岩,,95.900,8.030,灰色，含泥岩夹层，细粒结构，块状构造，主要矿物成分为长 石、石英，断面不平整，局部含炭屑、炭线；岩芯呈柱状、短柱 状，节长12-28cm，RQD=79%，岩石水浸易崩解，透水性较好。,BK173,泥岩,5煤,91.720,0.250,深灰色，泥质结构，厚层状，致密，含炭屑，见擦痕，易碎，参差状断 口。,BK156,煤,6煤,160.940,2.040,  黑色，柱状，块状。棕褐色条痕，弱沥青光泽，以暗煤为主，亮煤次之夹镜煤条带。半暗型煤，断口呈平坦状-阶梯状。,BK144,泥岩,,171.400,12.790,深灰色，泥质结构，块状构造，断口平坦状，夹粉砂岩薄层，局部见有 植物茎叶化石,110,泥岩,5煤,92.580,0.130,,,,,,
BK195,泥岩,,83.200,4.760,灰黑色，泥质结构，块状构造，断口平坦状，含少量炭化植物碎屑及茎 叶化石。,XC03,泥岩,,99.740,3.840,灰色，含泥岩夹层，泥质结构，块状构造，主要矿物成分为粘 土矿物及长石、石英，岩石断口不平整，局部含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长15-31cm，局部为扁柱状，RQD= 79%，岩体固结程度差，易风化，岩质较软，裂隙不发育。,BK173,煤,5煤,92.140,0.420,黑色，块状，暗煤为主，夹亮煤条带，不易污手，条痕黑褐色，见植物 茎化石，该层煤，煤质于74.95米处标志层为界限，以上煤质较差，煤层风 氧化特征明显，泥质含量较高，标志层以下煤质较好，未见风氧化特征，,BK156,细砂岩,,161.550,0.610,  黑红色，细粒砂状结构，中厚层状构造，成分以石英、长石为主。分选中等，泥质胶结。,,,,,,,110,5煤,5煤,93.000,0.420,,,,,,
