BK015,泥岩,,163.830,11.590,BK016,6煤,6煤,202.340,1.750,BK017,6煤,6煤,192.640,1.820,BK018,6煤,6煤,192.950,7.650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,泥岩,6煤,132.820,0.130
BK015,煤,,164.230,0.400,BK016,炭质泥岩,6煤,203.580,1.240,BK017,泥岩,6煤,192.860,0.220,BK018,炭质泥岩,6煤,193.190,0.240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,6煤,6煤,142.100,9.280
BK015,泥岩,,167.610,3.380,BK016,6煤,6煤,205.560,1.980,BK017,6煤,6煤,194.180,1.320,BK018,6煤,6煤,193.620,0.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,炭质泥岩,6煤,142.270,0.170
BK015,6-1煤,6-1煤,169.170,1.560,BK016,含炭泥岩,6煤,205.860,0.300,BK017,含炭泥岩,6煤,194.800,0.620,BK018,炭质泥岩,6煤,194.070,0.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,6煤,6煤,160.940,18.670
BK015,泥岩,,172.430,3.260,BK016,6煤,6煤,206.180,0.320,BK017,6煤,6煤,198.390,3.590,BK018,6煤,6煤,197.770,3.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,泥岩,6煤,161.030,0.090
BK015,6煤,6煤,173.560,1.130,BK016,含炭泥岩,6煤,206.430,0.250,BK017,含炭泥岩,6煤,198.620,0.230,BK018,炭质泥岩,6煤,198.030,0.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,6煤,6煤,161.180,0.150
BK015,炭质泥岩,6煤,173.820,0.260,BK016,6煤,6煤,207.250,0.820,BK017,6煤,6煤,199.540,0.920,BK018,6煤,6煤,200.640,2.610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,炭质泥岩,6煤,161.390,0.210
BK015,6煤,6煤,174.170,0.350,BK016,炭质泥岩,6煤,207.500,0.250,BK017,含炭泥岩,6煤,199.780,0.240,BK018,泥岩,6煤,200.910,0.270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,6煤,6煤,162.170,0.780
BK015,炭质泥岩,6煤,174.800,0.630,BK016,6煤,6煤,207.820,0.320,BK017,6煤,6煤,200.190,0.410,BK018,6煤,6煤,206.630,5.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,泥质粉砂岩,,172.620,10.450
BK015,6煤,6煤,175.350,0.550,BK016,泥岩,6煤,208.660,0.840,BK017,泥岩,6煤,200.600,0.410,BK018,泥岩,6煤,206.920,0.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,炭质泥岩,6煤,175.690,0.340,BK016,6煤,6煤,209.750,1.090,BK017,6煤,6煤,201.470,0.870,BK018,6煤,6煤,207.290,0.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,6煤,6煤,177.430,1.740,BK016,泥岩,6煤,210.200,0.450,BK017,含炭泥岩,6煤,201.720,0.250,BK018,泥岩,6煤,207.520,0.230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,泥岩,6煤,177.860,0.430,BK016,6煤,6煤,210.690,0.490,BK017,6煤,6煤,202.480,0.760,BK018,6煤,6煤,207.910,0.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,6煤,6煤,178.210,0.350,BK016,泥岩,,213.720,3.030,BK017,泥岩,6煤,202.800,0.320,BK018,泥岩,6煤,208.240,0.330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,泥岩,6煤,178.510,0.300,BK016,煤,,214.550,0.830,BK017,6煤,6煤,203.950,1.150,BK018,6煤,6煤,209.070,0.830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,6煤,6煤,178.930,0.420,BK016,泥岩,,216.730,2.180,BK017,泥岩,6煤,204.220,0.270,BK018,泥岩,,210.800,1.730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,炭质泥岩,6煤,179.190,0.260,BK016,6下煤,6下煤,218.830,2.100,BK017,6煤,6煤,209.770,5.550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,6煤,6煤,179.530,0.340,BK016,泥岩,6下煤,219.060,0.230,BK017,含炭泥岩,6煤,209.960,0.190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,泥岩,6煤,179.950,0.420,BK016,6下煤,6下煤,219.760,0.700,BK017,6煤,6煤,212.540,2.580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,6煤,6煤,180.780,0.830,BK016,粉砂岩,,222.110,2.350,BK017,泥岩,6煤,213.460,0.920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,泥岩,6煤,181.080,0.300,BK016,煤,,222.510,0.400,BK017,6煤,6煤,214.480,1.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,6煤,6煤,182.710,1.630,BK016,含炭泥岩,,223.240,0.730,BK017,泥岩,,225.630,11.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,炭质泥岩,6煤,183.020,0.310,BK016,煤,,223.750,0.510,BK017,6下煤,6下煤,226.130,0.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,6煤,6煤,183.600,0.580,BK016,炭质泥岩,,224.210,0.460,BK017,泥岩,,238.410,12.280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,炭质泥岩,6煤,183.880,0.280,BK016,煤,,225.190,0.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,6煤,6煤,191.260,7.380,BK016,泥岩,,228.670,3.480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,炭质泥岩,6煤,191.580,0.320,BK016,粉砂岩,,234.500,5.830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,6煤,6煤,198.000,6.420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,泥岩,6煤,198.290,0.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,6煤,6煤,203.200,4.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,泥岩,6煤,203.890,0.690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,6煤,6煤,204.550,0.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,炭质泥岩,6煤,204.810,0.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,6煤,6煤,206.440,1.630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,泥岩,6煤,207.030,0.590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,6煤,6煤,207.320,0.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,炭质泥岩,6煤,207.600,0.280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,6煤,6煤,207.890,0.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,泥岩,,220.790,12.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,粉砂岩,,224.880,4.090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK015,细粒砂岩,,230.560,5.680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
